OrderID|CustomerID|EmployeeID|OrderDate|RequiredDate|ShippedDate|ShipVia|Freight|ShipName|ShipAddress|ShipCity|ShipRegion|ShipPostalCode|ShipCountry|ProductName|CompanyName|CategoryName|UnitPrice|Quantity|Discount|TotalSales|FinalSales
10251|VICTE|3|1996-07-08|1996-08-05|1996-07-15|1|41.34|Victuailles en stock|2, rue du Commerce|Lyon||69004|France|Ravioli Angelo||Grains/Cereals|15.6|15|0.05000000074505806|234.0|222.3
10252|SUPRD|4|1996-07-09|1996-08-06|1996-07-11|2|51.3|Suprêmes délices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|Camembert Pierrot||Dairy Products|27.2|40|0.0|1088.0|1088.0
10252|SUPRD|4|1996-07-09|1996-08-06|1996-07-11|2|51.3|Suprêmes délices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|Geitost||Dairy Products|2.0|25|0.05000000074505806|50.0|47.5
10252|SUPRD|4|1996-07-09|1996-08-06|1996-07-11|2|51.3|Suprêmes délices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|Sir Rodney's Marmalade|Leka Trading|Confections|64.8|40|0.05000000074505806|2592.0|2462.4
10253|HANAR|3|1996-07-10|1996-07-24|1996-07-16|2|58.17|Hanari Carnes|Rua do Paço, 67|Rio de Janeiro|RJ|05454-876|Brazil|Chartreuse verte||Beverages|14.4|42|0.0|604.8|604.8
10253|HANAR|3|1996-07-10|1996-07-24|1996-07-16|2|58.17|Hanari Carnes|Rua do Paço, 67|Rio de Janeiro|RJ|05454-876|Brazil|Gorgonzola Telino||Dairy Products|10.0|20|0.0|200.0|200.0
10253|HANAR|3|1996-07-10|1996-07-24|1996-07-16|2|58.17|Hanari Carnes|Rua do Paço, 67|Rio de Janeiro|RJ|05454-876|Brazil|Maxilaku||Confections|16.0|40|0.0|640.0|640.0
10254|CHOPS|5|1996-07-11|1996-08-08|1996-07-23|2|22.98|Chop-suey Chinese|Hauptstr. 31|Bern||3012|Switzerland|Guaraná Fantástica|G'day, Mate|Beverages|3.6|15|0.15000000596046448|54.0|45.9
10254|CHOPS|5|1996-07-11|1996-08-08|1996-07-23|2|22.98|Chop-suey Chinese|Hauptstr. 31|Bern||3012|Switzerland|Longlife Tofu||Produce|8.0|21|0.0|168.0|168.0
10254|CHOPS|5|1996-07-11|1996-08-08|1996-07-23|2|22.98|Chop-suey Chinese|Hauptstr. 31|Bern||3012|Switzerland|Pâté chinois||Meat/Poultry|19.2|21|0.15000000596046448|403.2|342.72
10255|RICSU|9|1996-07-12|1996-08-09|1996-07-15|3|148.33|Richter Supermarkt|Starenweg 5|Genève||1204|Switzerland|Chang|New Orleans Cajun Delights|Beverages|15.2|20|0.0|304.0|304.0
10255|RICSU|9|1996-07-12|1996-08-09|1996-07-15|3|148.33|Richter Supermarkt|Starenweg 5|Genève||1204|Switzerland|Inlagd Sill||Seafood|15.2|25|0.0|380.0|380.0
10255|RICSU|9|1996-07-12|1996-08-09|1996-07-15|3|148.33|Richter Supermarkt|Starenweg 5|Genève||1204|Switzerland|Pavlova|Bigfoot Breweries|Confections|13.9|35|0.0|486.5|486.5
10255|RICSU|9|1996-07-12|1996-08-09|1996-07-15|3|148.33|Richter Supermarkt|Starenweg 5|Genève||1204|Switzerland|Raclette Courdavault||Dairy Products|44.0|30|0.0|1320.0|1320.0
10256|WELLI|3|1996-07-15|1996-08-12|1996-07-17|2|13.97|Wellington Importadora|Rua do Mercado, 12|Resende|SP|08737-363|Brazil|Original Frankfurter grüne Soße||Condiments|10.4|12|0.0|124.8|124.8
10256|WELLI|3|1996-07-15|1996-08-12|1996-07-17|2|13.97|Wellington Importadora|Rua do Mercado, 12|Resende|SP|08737-363|Brazil|Perth Pasties||Meat/Poultry|26.2|15|0.0|393.0|393.0
10257|HILAA|4|1996-07-16|1996-08-13|1996-07-22|3|81.91|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Chartreuse verte||Beverages|14.4|6|0.0|86.4|86.4
10257|HILAA|4|1996-07-16|1996-08-13|1996-07-22|3|81.91|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Original Frankfurter grüne Soße||Condiments|10.4|15|0.0|156.0|156.0
10257|HILAA|4|1996-07-16|1996-08-13|1996-07-22|3|81.91|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Schoggi Schokolade|Escargots Nouveaux|Confections|35.1|25|0.0|877.5|877.5
10258|ERNSH|1|1996-07-17|1996-08-14|1996-07-23|1|140.51|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Chang|New Orleans Cajun Delights|Beverages|15.2|50|0.20000000298023224|760.0|608.0
10258|ERNSH|1|1996-07-17|1996-08-14|1996-07-23|1|140.51|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Chef Anton's Gumbo Mix|Cooperativa de Quesos 'Las Cabras'|Condiments|17.0|65|0.20000000298023224|1105.0|884.0
10258|ERNSH|1|1996-07-17|1996-08-14|1996-07-23|1|140.51|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Mascarpone Fabioli||Dairy Products|25.6|6|0.20000000298023224|153.6|122.88
10259|CENTC|4|1996-07-18|1996-08-15|1996-07-25|3|3.25|Centro comercial Moctezuma|Sierras de Granada 9993|México D.F.||05022|Mexico|Gravad lax||Seafood|20.8|1|0.0|20.8|20.8
10259|CENTC|4|1996-07-18|1996-08-15|1996-07-25|3|3.25|Centro comercial Moctezuma|Sierras de Granada 9993|México D.F.||05022|Mexico|Sir Rodney's Scones|Lyngbysild|Confections|8.0|10|0.0|80.0|80.0
10260|OTTIK|4|1996-07-19|1996-08-16|1996-07-29|1|55.09|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Germany|Jack's New England Clam Chowder||Seafood|7.7|16|0.25|123.2|92.4
10260|OTTIK|4|1996-07-19|1996-08-16|1996-07-29|1|55.09|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Germany|Outback Lager||Beverages|12.0|21|0.25|252.0|189.0
10260|OTTIK|4|1996-07-19|1996-08-16|1996-07-29|1|55.09|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Germany|Ravioli Angelo||Grains/Cereals|15.6|50|0.0|780.0|780.0
10260|OTTIK|4|1996-07-19|1996-08-16|1996-07-29|1|55.09|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Germany|Tarte au sucre||Confections|39.4|15|0.25|591.0|443.25
10261|QUEDE|4|1996-07-19|1996-08-16|1996-07-30|2|3.05|Que Delícia|Rua da Panificadora, 12|Rio de Janeiro|RJ|02389-673|Brazil|Sir Rodney's Scones|Lyngbysild|Confections|8.0|20|0.0|160.0|160.0
10261|QUEDE|4|1996-07-19|1996-08-16|1996-07-30|2|3.05|Que Delícia|Rua da Panificadora, 12|Rio de Janeiro|RJ|02389-673|Brazil|Steeleye Stout||Beverages|14.4|20|0.0|288.0|288.0
10262|RATTC|8|1996-07-22|1996-08-19|1996-07-25|3|48.29|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|USA|Chef Anton's Gumbo Mix|Cooperativa de Quesos 'Las Cabras'|Condiments|17.0|12|0.20000000298023224|204.0|163.2
10262|RATTC|8|1996-07-22|1996-08-19|1996-07-25|3|48.29|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|USA|Gnocchi di nonna Alice||Grains/Cereals|30.4|2|0.0|60.8|60.8
10262|RATTC|8|1996-07-22|1996-08-19|1996-07-25|3|48.29|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|USA|Uncle Bob's Organic Dried Pears|Pavlova, Ltd.|Produce|24.0|15|0.0|360.0|360.0
10263|ERNSH|9|1996-07-23|1996-08-20|1996-07-31|3|146.06|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Guaraná Fantástica|G'day, Mate|Beverages|3.6|28|0.0|100.8|100.8
10263|ERNSH|9|1996-07-23|1996-08-20|1996-07-31|3|146.06|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Longlife Tofu||Produce|8.0|36|0.25|288.0|216.0
10263|ERNSH|9|1996-07-23|1996-08-20|1996-07-31|3|146.06|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Nord-Ost Matjeshering||Seafood|20.7|60|0.25|1242.0|931.5
10263|ERNSH|9|1996-07-23|1996-08-20|1996-07-31|3|146.06|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Pavlova|Bigfoot Breweries|Confections|13.9|60|0.25|834.0|625.5
10264|FOLKO|6|1996-07-24|1996-08-21|1996-08-23|3|3.67|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Sweden|Chang|New Orleans Cajun Delights|Beverages|15.2|35|0.0|532.0|532.0
10264|FOLKO|6|1996-07-24|1996-08-21|1996-08-23|3|3.67|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Sweden|Jack's New England Clam Chowder||Seafood|7.7|25|0.15000000596046448|192.5|163.63
10265|BLONP|2|1996-07-25|1996-08-22|1996-08-12|1|55.28|Blondel père et fils|24, place Kléber|Strasbourg||67000|France|Alice Mutton|Svensk Sjöföda AB|Meat/Poultry|31.2|30|0.0|936.0|936.0
10265|BLONP|2|1996-07-25|1996-08-22|1996-08-12|1|55.28|Blondel père et fils|24, place Kléber|Strasbourg||67000|France|Outback Lager||Beverages|12.0|20|0.0|240.0|240.0
10266|WARTH|3|1996-07-26|1996-09-06|1996-07-31|3|25.73|Wartian Herkku|Torikatu 38|Oulu||90110|Finland|Queso Manchego La Pastora|Plutzer Lebensmittelgroßmärkte AG|Dairy Products|30.4|12|0.05000000074505806|364.8|346.56
10267|FRANK|4|1996-07-29|1996-08-26|1996-08-06|1|208.58|Frankenversand|Berliner Platz 43|München||80805|Germany|Boston Crab Meat||Seafood|14.7|50|0.0|735.0|735.0
10267|FRANK|4|1996-07-29|1996-08-26|1996-08-06|1|208.58|Frankenversand|Berliner Platz 43|München||80805|Germany|Lakkalikööri||Beverages|14.4|15|0.15000000596046448|216.0|183.6
10267|FRANK|4|1996-07-29|1996-08-26|1996-08-06|1|208.58|Frankenversand|Berliner Platz 43|München||80805|Germany|Raclette Courdavault||Dairy Products|44.0|70|0.15000000596046448|3080.0|2618.0
10268|GROSR|8|1996-07-30|1996-08-27|1996-08-02|3|66.29|GROSELLA-Restaurante|5ª Ave. Los Palos Grandes|Caracas|DF|1081|Venezuela|Mozzarella di Giovanni||Dairy Products|27.8|4|0.0|111.2|111.2
10268|GROSR|8|1996-07-30|1996-08-27|1996-08-02|3|66.29|GROSELLA-Restaurante|5ª Ave. Los Palos Grandes|Caracas|DF|1081|Venezuela|Thüringer Rostbratwurst|Forêts d'érables|Meat/Poultry|99.0|10|0.0|990.0|990.0
10269|WHITC|5|1996-07-31|1996-08-14|1996-08-09|1|4.56|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|USA|Geitost||Dairy Products|2.0|60|0.05000000074505806|120.0|114.0
10269|WHITC|5|1996-07-31|1996-08-14|1996-08-09|1|4.56|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|USA|Mozzarella di Giovanni||Dairy Products|27.8|20|0.05000000074505806|556.0|528.2
10270|WARTH|1|1996-08-01|1996-08-29|1996-08-02|1|136.54|Wartian Herkku|Torikatu 38|Oulu||90110|Finland|Inlagd Sill||Seafood|15.2|30|0.0|456.0|456.0
10270|WARTH|1|1996-08-01|1996-08-29|1996-08-02|1|136.54|Wartian Herkku|Torikatu 38|Oulu||90110|Finland|Ipoh Coffee||Beverages|36.8|25|0.0|920.0|920.0
10271|SPLIR|6|1996-08-01|1996-08-29|1996-08-30|2|4.54|Split Rail Beer & Ale|P.O. Box 555|Lander|WY|82520|USA|Geitost||Dairy Products|2.0|24|0.0|48.0|48.0
10272|RATTC|6|1996-08-02|1996-08-30|1996-08-06|2|98.03|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|USA|Gorgonzola Telino||Dairy Products|10.0|40|0.0|400.0|400.0
10272|RATTC|6|1996-08-02|1996-08-30|1996-08-06|2|98.03|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|USA|Mozzarella di Giovanni||Dairy Products|27.8|24|0.0|667.2|667.2
10272|RATTC|6|1996-08-02|1996-08-30|1996-08-06|2|98.03|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|USA|Sir Rodney's Marmalade|Leka Trading|Confections|64.8|6|0.0|388.8|388.8
10273|QUICK|3|1996-08-05|1996-09-02|1996-08-12|3|76.07|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Boston Crab Meat||Seafood|14.7|60|0.05000000074505806|882.0|837.9
10273|QUICK|3|1996-08-05|1996-09-02|1996-08-12|3|76.07|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Geitost||Dairy Products|2.0|20|0.0|40.0|40.0
10273|QUICK|3|1996-08-05|1996-09-02|1996-08-12|3|76.07|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Gorgonzola Telino||Dairy Products|10.0|15|0.05000000074505806|150.0|142.5
10273|QUICK|3|1996-08-05|1996-09-02|1996-08-12|3|76.07|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Ikura|Refrescos Americanas LTDA|Seafood|24.8|24|0.05000000074505806|595.2|565.44
10273|QUICK|3|1996-08-05|1996-09-02|1996-08-12|3|76.07|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Lakkalikööri||Beverages|14.4|33|0.05000000074505806|475.2|451.44
10274|VINET|6|1996-08-06|1996-09-03|1996-08-16|1|6.01|Vins et alcools Chevalier|59 rue de l'Abbaye|Reims||51100|France|Flotemysost||Dairy Products|17.2|20|0.0|344.0|344.0
10274|VINET|6|1996-08-06|1996-09-03|1996-08-16|1|6.01|Vins et alcools Chevalier|59 rue de l'Abbaye|Reims||51100|France|Mozzarella di Giovanni||Dairy Products|27.8|7|0.0|194.6|194.6
10275|MAGAA|1|1996-08-07|1996-09-04|1996-08-09|1|26.93|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||24100|Italy|Guaraná Fantástica|G'day, Mate|Beverages|3.6|12|0.05000000074505806|43.2|41.04
10275|MAGAA|1|1996-08-07|1996-09-04|1996-08-09|1|26.93|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||24100|Italy|Raclette Courdavault||Dairy Products|44.0|6|0.05000000074505806|264.0|250.8
10276|TORTU|8|1996-08-08|1996-08-22|1996-08-14|3|13.84|Tortuga Restaurante|Avda. Azteca 123|México D.F.||05033|Mexico|Ikura|Refrescos Americanas LTDA|Seafood|24.8|15|0.0|372.0|372.0
10276|TORTU|8|1996-08-08|1996-08-22|1996-08-14|3|13.84|Tortuga Restaurante|Avda. Azteca 123|México D.F.||05033|Mexico|Konbu|Nord-Ost-Fisch Handelsgesellschaft mbH|Seafood|4.8|10|0.0|48.0|48.0
10277|MORGK|2|1996-08-09|1996-09-06|1996-08-13|3|125.77|Morgenstern Gesundkost|Heerstr. 22|Leipzig||04179|Germany|Rössle Sauerkraut|Gai pâturage|Produce|36.4|20|0.0|728.0|728.0
10277|MORGK|2|1996-08-09|1996-09-06|1996-08-13|3|125.77|Morgenstern Gesundkost|Heerstr. 22|Leipzig||04179|Germany|Tarte au sucre||Confections|39.4|12|0.0|472.8|472.8
10278|BERGS|8|1996-08-12|1996-09-09|1996-08-16|2|92.69|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Sweden|Gula Malacca||Condiments|15.5|16|0.0|248.0|248.0
10278|BERGS|8|1996-08-12|1996-09-09|1996-08-16|2|92.69|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Sweden|Raclette Courdavault||Dairy Products|44.0|15|0.0|660.0|660.0
10278|BERGS|8|1996-08-12|1996-09-09|1996-08-16|2|92.69|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Sweden|Röd Kaviar||Seafood|12.0|25|0.0|300.0|300.0
10278|BERGS|8|1996-08-12|1996-09-09|1996-08-16|2|92.69|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Sweden|Vegie-spread||Condiments|35.1|8|0.0|280.8|280.8
10279|LEHMS|8|1996-08-13|1996-09-10|1996-08-16|2|25.83|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||60528|Germany|Alice Mutton|Svensk Sjöföda AB|Meat/Poultry|31.2|15|0.25|468.0|351.0
10280|BERGS|2|1996-08-14|1996-09-11|1996-09-12|1|8.98|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Sweden|Guaraná Fantástica|G'day, Mate|Beverages|3.6|12|0.0|43.2|43.2
10280|BERGS|2|1996-08-14|1996-09-11|1996-09-12|1|8.98|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Sweden|Pâté chinois||Meat/Poultry|19.2|20|0.0|384.0|384.0
10280|BERGS|2|1996-08-14|1996-09-11|1996-09-12|1|8.98|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Sweden|Rhönbräu Klosterbier||Beverages|6.2|30|0.0|186.0|186.0
10281|ROMEY|4|1996-08-14|1996-08-28|1996-08-21|1|2.94|Romero y tomillo|Gran Vía, 1|Madrid||28001|Spain|Guaraná Fantástica|G'day, Mate|Beverages|3.6|6|0.0|21.6|21.6
10281|ROMEY|4|1996-08-14|1996-08-28|1996-08-21|1|2.94|Romero y tomillo|Gran Vía, 1|Madrid||28001|Spain|Steeleye Stout||Beverages|14.4|4|0.0|57.6|57.6
10281|ROMEY|4|1996-08-14|1996-08-28|1996-08-21|1|2.94|Romero y tomillo|Gran Vía, 1|Madrid||28001|Spain|Teatime Chocolate Biscuits|New England Seafood Cannery|Confections|7.3|1|0.0|7.3|7.3
10282|ROMEY|4|1996-08-15|1996-09-12|1996-08-21|1|12.69|Romero y tomillo|Gran Vía, 1|Madrid||28001|Spain|Nord-Ost Matjeshering||Seafood|20.7|6|0.0|124.2|124.2
10282|ROMEY|4|1996-08-15|1996-09-12|1996-08-21|1|12.69|Romero y tomillo|Gran Vía, 1|Madrid||28001|Spain|Ravioli Angelo||Grains/Cereals|15.6|2|0.0|31.2|31.2
10283|LILAS|3|1996-08-16|1996-09-13|1996-08-23|3|84.81|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela|Camembert Pierrot||Dairy Products|27.2|35|0.0|952.0|952.0
10283|LILAS|3|1996-08-16|1996-09-13|1996-08-23|3|84.81|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela|Genen Shouyu|Norske Meierier|Condiments|12.4|20|0.0|248.0|248.0
10283|LILAS|3|1996-08-16|1996-09-13|1996-08-23|3|84.81|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela|Mozzarella di Giovanni||Dairy Products|27.8|3|0.0|83.4|83.4
10283|LILAS|3|1996-08-16|1996-09-13|1996-08-23|3|84.81|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela|Teatime Chocolate Biscuits|New England Seafood Cannery|Confections|7.3|18|0.0|131.4|131.4
10284|LEHMS|4|1996-08-19|1996-09-16|1996-08-27|1|76.56|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||60528|Germany|Camembert Pierrot||Dairy Products|27.2|20|0.25|544.0|408.0
10284|LEHMS|4|1996-08-19|1996-09-16|1996-08-27|1|76.56|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||60528|Germany|Gula Malacca||Condiments|15.5|21|0.0|325.5|325.5
10284|LEHMS|4|1996-08-19|1996-09-16|1996-08-27|1|76.56|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||60528|Germany|Laughing Lumberjack Lager||Beverages|11.2|5|0.25|56.0|42.0
10284|LEHMS|4|1996-08-19|1996-09-16|1996-08-27|1|76.56|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||60528|Germany|Schoggi Schokolade|Escargots Nouveaux|Confections|35.1|15|0.25|526.5|394.88
10285|QUICK|1|1996-08-20|1996-09-17|1996-08-26|2|76.83|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Boston Crab Meat||Seafood|14.7|40|0.20000000298023224|588.0|470.4
10285|QUICK|1|1996-08-20|1996-09-17|1996-08-26|2|76.83|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Chai|Exotic Liquids|Beverages|14.4|45|0.20000000298023224|648.0|518.4
10285|QUICK|1|1996-08-20|1996-09-17|1996-08-26|2|76.83|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Perth Pasties||Meat/Poultry|26.2|36|0.20000000298023224|943.2|754.56
10286|QUICK|8|1996-08-21|1996-09-18|1996-08-30|3|229.24|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Steeleye Stout||Beverages|14.4|100|0.0|1440.0|1440.0
10286|QUICK|8|1996-08-21|1996-09-18|1996-08-30|3|229.24|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Tarte au sucre||Confections|39.4|40|0.0|1576.0|1576.0
10287|RICAR|8|1996-08-22|1996-09-19|1996-08-28|3|12.76|Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|02389-890|Brazil|Pavlova|Bigfoot Breweries|Confections|13.9|40|0.15000000596046448|556.0|472.6
10287|RICAR|8|1996-08-22|1996-09-19|1996-08-28|3|12.76|Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|02389-890|Brazil|Sasquatch Ale||Beverages|11.2|20|0.0|224.0|224.0
10287|RICAR|8|1996-08-22|1996-09-19|1996-08-28|3|12.76|Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|02389-890|Brazil|Spegesild||Seafood|9.6|15|0.15000000596046448|144.0|122.4
10288|REGGC|4|1996-08-23|1996-09-20|1996-09-03|1|7.45|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italy|Scottish Longbreads||Confections|10.0|3|0.10000000149011612|30.0|27.0
10288|REGGC|4|1996-08-23|1996-09-20|1996-09-03|1|7.45|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italy|Tourtière||Meat/Poultry|5.9|10|0.10000000149011612|59.0|53.1
10289|BSBEV|7|1996-08-26|1996-09-23|1996-08-28|3|22.77|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|Aniseed Syrup|Grandma Kelly's Homestead|Condiments|8.0|30|0.0|240.0|240.0
10289|BSBEV|7|1996-08-26|1996-09-23|1996-08-28|3|22.77|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|Wimmers gute Semmelknödel||Grains/Cereals|26.6|9|0.0|239.4|239.4
10290|COMMI|8|1996-08-27|1996-09-24|1996-09-03|1|79.7|Comércio Mineiro|Av. dos Lusíadas, 23|Sao Paulo|SP|05432-043|Brazil|Chef Anton's Gumbo Mix|Cooperativa de Quesos 'Las Cabras'|Condiments|17.0|20|0.0|340.0|340.0
10290|COMMI|8|1996-08-27|1996-09-24|1996-09-03|1|79.7|Comércio Mineiro|Av. dos Lusíadas, 23|Sao Paulo|SP|05432-043|Brazil|Maxilaku||Confections|16.0|15|0.0|240.0|240.0
10290|COMMI|8|1996-08-27|1996-09-24|1996-09-03|1|79.7|Comércio Mineiro|Av. dos Lusíadas, 23|Sao Paulo|SP|05432-043|Brazil|Original Frankfurter grüne Soße||Condiments|10.4|10|0.0|104.0|104.0
10290|COMMI|8|1996-08-27|1996-09-24|1996-09-03|1|79.7|Comércio Mineiro|Av. dos Lusíadas, 23|Sao Paulo|SP|05432-043|Brazil|Thüringer Rostbratwurst|Forêts d'érables|Meat/Poultry|99.0|15|0.0|1485.0|1485.0
10291|QUEDE|6|1996-08-27|1996-09-24|1996-09-04|2|6.4|Que Delícia|Rua da Panificadora, 12|Rio de Janeiro|RJ|02389-673|Brazil|Gula Malacca||Condiments|15.5|24|0.10000000149011612|372.0|334.8
10291|QUEDE|6|1996-08-27|1996-09-24|1996-09-04|2|6.4|Que Delícia|Rua da Panificadora, 12|Rio de Janeiro|RJ|02389-673|Brazil|Konbu|Nord-Ost-Fisch Handelsgesellschaft mbH|Seafood|4.8|20|0.10000000149011612|96.0|86.4
10291|QUEDE|6|1996-08-27|1996-09-24|1996-09-04|2|6.4|Que Delícia|Rua da Panificadora, 12|Rio de Janeiro|RJ|02389-673|Brazil|Manjimup Dried Apples||Produce|42.4|2|0.10000000149011612|84.8|76.32
10292|TRADH|1|1996-08-28|1996-09-25|1996-09-02|2|1.35|Tradiçao Hipermercados|Av. Inês de Castro, 414|Sao Paulo|SP|05634-030|Brazil|Sir Rodney's Marmalade|Leka Trading|Confections|64.8|20|0.0|1296.0|1296.0
